altersklasse_covid19,geoRegion,datum,entries,timeframe_all,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff
70 - 79,CH,202022,5,TRUE,2902,0.04,4,744449,0.67,389.82,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-22,-5,-0.67,-50,-2.5
80+,CH,202022,5,TRUE,4083,0.04,4,471987,1.06,865.07,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-22,-11,-2.33,-68.8,-6.5
Unbekannt,CH,202022,0,TRUE,42,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-22,0,NA,NA,0
0 - 9,CH,202023,5,TRUE,176,0.051,5.1,883904,0.57,19.91,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-23,-2,-0.22,-28.6,-0.5000000000000009
10 - 19,CH,202023,16,TRUE,907,0.163,16.3,858994,1.86,105.59,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-23,1,0.11,6.7,4.400000000000002
20 - 29,CH,202023,19,TRUE,3880,0.194,19.400000000000002,1027732,1.85,377.53,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-23,-6,-0.58,-24,-0.3999999999999986
30 - 39,CH,202023,14,TRUE,4155,0.143,14.299999999999999,1254957,1.12,331.09,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-23,-5,-0.39,-26.3,-0.8000000000000007
40 - 49,CH,202023,9,TRUE,4832,0.092,9.2,1205539,0.75,400.82,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-23,-13,-1.07,-59.1,-8.3
50 - 59,CH,202023,11,TRUE,6261,0.112,11.200000000000001,1300012,0.85,481.61,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-23,-12,-0.92,-52.2,-7.1
60 - 69,CH,202023,8,TRUE,3684,0.082,8.200000000000001,991217,0.81,371.66,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-23,3,0.31,60,4.200000000000001
70 - 79,CH,202023,9,TRUE,2911,0.092,9.2,744449,1.21,391.03,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-23,4,0.54,80,5.199999999999999
80+,CH,202023,7,TRUE,4090,0.071,7.1,471987,1.48,866.55,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-23,2,0.42,40,3.0999999999999996
Unbekannt,CH,202023,0,TRUE,42,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-23,0,NA,NA,0
0 - 9,CH,202024,14,TRUE,190,0.1,10,883904,1.58,21.5,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-24,9,1.01,180,4.9
10 - 19,CH,202024,11,TRUE,918,0.079,7.9,858994,1.28,106.87,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-24,-5,-0.58,-31.2,-8.4
20 - 29,CH,202024,25,TRUE,3905,0.179,17.9,1027732,2.43,379.96,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-24,6,0.58,31.6,-1.5000000000000036
30 - 39,CH,202024,26,TRUE,4181,0.186,18.6,1254957,2.07,333.16,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-24,12,0.95,85.7,4.3000000000000025
40 - 49,CH,202024,20,TRUE,4852,0.143,14.299999999999999,1205539,1.66,402.48,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-24,11,0.91,122.2,5.1
50 - 59,CH,202024,23,TRUE,6284,0.164,16.400000000000002,1300012,1.77,483.38,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-24,12,0.92,109.1,5.200000000000001
60 - 69,CH,202024,17,TRUE,3701,0.121,12.1,991217,1.72,373.38,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-24,9,0.91,112.5,3.8999999999999986
70 - 79,CH,202024,3,TRUE,2914,0.021,2.1,744449,0.4,391.43,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-24,-6,-0.81,-66.7,-7.1
80+,CH,202024,1,TRUE,4091,0.007,0.7000000000000001,471987,0.21,866.76,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-24,-6,-1.27,-85.7,-6.3999999999999995
Unbekannt,CH,202024,0,TRUE,42,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-24,0,NA,NA,0
0 - 9,CH,202025,7,TRUE,197,0.041,4.1000000000000005,883904,0.79,22.29,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-25,-7,-0.79,-50,-5.8999999999999995
10 - 19,CH,202025,10,TRUE,928,0.058,5.800000000000001,858994,1.16,108.03,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-25,-1,-0.12,-9.1,-2.0999999999999996
20 - 29,CH,202025,49,TRUE,3954,0.287,28.7,1027732,4.77,384.73,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-25,24,2.34,96,10.8
30 - 39,CH,202025,32,TRUE,4213,0.187,18.7,1254957,2.55,335.71,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-25,6,0.48,23.1,0.09999999999999787
40 - 49,CH,202025,19,TRUE,4871,0.111,11.1,1205539,1.58,404.05,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-25,-1,-0.08,-5,-3.1999999999999993
50 - 59,CH,202025,23,TRUE,6307,0.135,13.5,1300012,1.77,485.15,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-25,0,0,0,-2.900000000000002
60 - 69,CH,202025,17,TRUE,3718,0.099,9.9,991217,1.72,375.09,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-25,0,0,0,-2.1999999999999993
70 - 79,CH,202025,8,TRUE,2922,0.047,4.7,744449,1.07,392.51,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-25,5,0.67,166.7,2.6
80+,CH,202025,6,TRUE,4097,0.035,3.5000000000000004,471987,1.27,868.03,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-25,5,1.06,500,2.8000000000000003
Unbekannt,CH,202025,0,TRUE,42,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-25,0,NA,NA,0
0 - 9,CH,202026,9,TRUE,206,0.025,2.5,883904,1.02,23.31,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-26,2,0.23,28.6,-1.6000000000000005
10 - 19,CH,202026,28,TRUE,956,0.078,7.8,858994,3.26,111.29,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-26,18,2.1,180,1.9999999999999991
20 - 29,CH,202026,104,TRUE,4058,0.29,28.999999999999996,1027732,10.12,394.85,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-26,55,5.35,112.2,0.29999999999999716
30 - 39,CH,202026,70,TRUE,4283,0.195,19.5,1254957,5.58,341.29,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-26,38,3.03,118.8,0.8000000000000007
40 - 49,CH,202026,63,TRUE,4934,0.175,17.5,1205539,5.23,409.28,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-26,44,3.65,231.6,6.4
50 - 59,CH,202026,51,TRUE,6358,0.142,14.2,1300012,3.92,489.07,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-26,28,2.15,121.7,0.6999999999999993
60 - 69,CH,202026,20,TRUE,3738,0.056,5.6000000000000005,991217,2.02,377.11,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-26,3,0.3,17.6,-4.3
70 - 79,CH,202026,8,TRUE,2930,0.022,2.1999999999999997,744449,1.07,393.58,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-26,0,0,0,-2.5000000000000004
80+,CH,202026,6,TRUE,4103,0.017,1.7000000000000002,471987,1.27,869.3,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-26,0,0,0,-1.8000000000000003
Unbekannt,CH,202026,0,TRUE,42,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-26,0,NA,NA,0
0 - 9,CH,202027,8,TRUE,214,0.012,1.2,883904,0.91,24.21,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-27,-1,-0.11,-11.1,-1.3
10 - 19,CH,202027,57,TRUE,1013,0.084,8.4,858994,6.64,117.93,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-27,29,3.38,103.6,0.6000000000000005
20 - 29,CH,202027,209,TRUE,4267,0.306,30.599999999999998,1027732,20.34,415.19,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-27,105,10.22,101,1.6000000000000014
30 - 39,CH,202027,137,TRUE,4420,0.201,20.1,1254957,10.92,352.2,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-27,67,5.34,95.7,0.6000000000000014
40 - 49,CH,202027,102,TRUE,5036,0.15,15,1205539,8.46,417.74,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-27,39,3.23,61.9,-2.5
50 - 59,CH,202027,84,TRUE,6442,0.123,12.3,1300012,6.46,495.53,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-27,33,2.54,64.7,-1.8999999999999986
60 - 69,CH,202027,62,TRUE,3800,0.091,9.1,991217,6.25,383.37,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-27,42,4.23,210,3.499999999999999
70 - 79,CH,202027,12,TRUE,2942,0.018,1.7999999999999998,744449,1.61,395.19,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-27,4,0.54,50,-0.3999999999999999
80+,CH,202027,11,TRUE,4114,0.016,1.6,471987,2.33,871.63,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-27,5,1.06,83.3,-0.10000000000000009
Unbekannt,CH,202027,0,TRUE,42,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-27,0,NA,NA,0
0 - 9,CH,202028,14,TRUE,228,0.022,2.1999999999999997,883904,1.58,25.79,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-28,6,0.67,75,0.9999999999999998
10 - 19,CH,202028,46,TRUE,1059,0.072,7.199999999999999,858994,5.36,123.28,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-28,-11,-1.28,-19.3,-1.200000000000001
20 - 29,CH,202028,142,TRUE,4409,0.223,22.3,1027732,13.82,429,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-28,-67,-6.52,-32.1,-8.299999999999997
30 - 39,CH,202028,131,TRUE,4551,0.206,20.599999999999998,1254957,10.44,362.64,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-28,-6,-0.48,-4.4,0.49999999999999645
40 - 49,CH,202028,95,TRUE,5131,0.149,14.899999999999999,1205539,7.88,425.62,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-28,-7,-0.58,-6.9,-0.10000000000000142
50 - 59,CH,202028,94,TRUE,6536,0.148,14.799999999999999,1300012,7.23,502.76,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-28,10,0.77,11.9,2.4999999999999982
60 - 69,CH,202028,80,TRUE,3880,0.126,12.6,991217,8.07,391.44,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-28,18,1.82,29,3.5
70 - 79,CH,202028,24,TRUE,2966,0.038,3.8,744449,3.22,398.42,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-28,12,1.61,100,2
80+,CH,202028,10,TRUE,4124,0.016,1.6,471987,2.12,873.75,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-28,-1,-0.21,-9.1,0
Unbekannt,CH,202028,0,TRUE,42,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-28,0,NA,NA,0
0 - 9,CH,202029,20,TRUE,248,0.028,2.8000000000000003,883904,2.26,28.06,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-29,6,0.68,42.9,0.6000000000000005
10 - 19,CH,202029,47,TRUE,1106,0.066,6.6000000000000005,858994,5.47,128.76,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-29,1,0.11,2.2,-0.5999999999999988
20 - 29,CH,202029,159,TRUE,4568,0.222,22.2,1027732,15.47,444.47,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-29,17,1.65,12,-0.10000000000000142
30 - 39,CH,202029,155,TRUE,4706,0.217,21.7,1254957,12.35,374.99,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-29,24,1.91,18.3,1.1000000000000014
40 - 49,CH,202029,115,TRUE,5246,0.161,16.1,1205539,9.54,435.16,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-29,20,1.66,21.1,1.2000000000000028
50 - 59,CH,202029,102,TRUE,6638,0.143,14.299999999999999,1300012,7.85,510.61,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-29,8,0.62,8.5,-0.5
60 - 69,CH,202029,69,TRUE,3949,0.097,9.700000000000001,991217,6.96,398.4,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-29,-11,-1.11,-13.8,-2.8999999999999986
70 - 79,CH,202029,28,TRUE,2994,0.039,3.9,744449,3.76,402.18,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-29,4,0.54,16.7,0.10000000000000009
80+,CH,202029,20,TRUE,4144,0.028,2.8000000000000003,471987,4.24,877.99,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-29,10,2.12,100,1.2000000000000002
Unbekannt,CH,202029,0,TRUE,42,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-29,0,NA,NA,0
0 - 9,CH,202030,14,TRUE,262,0.017,1.7000000000000002,883904,1.58,29.64,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-30,-6,-0.68,-30,-1.1
10 - 19,CH,202030,70,TRUE,1176,0.085,8.5,858994,8.15,136.9,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-30,23,2.68,48.9,1.8999999999999995
20 - 29,CH,202030,229,TRUE,4797,0.278,27.800000000000004,1027732,22.28,466.76,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-30,70,6.81,44,5.600000000000005
30 - 39,CH,202030,163,TRUE,4869,0.198,19.8,1254957,12.99,387.98,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-30,8,0.64,5.2,-1.8999999999999986
40 - 49,CH,202030,114,TRUE,5360,0.138,13.8,1205539,9.46,444.61,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-30,-1,-0.08,-0.9,-2.3000000000000007
50 - 59,CH,202030,109,TRUE,6747,0.132,13.200000000000001,1300012,8.38,519,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-30,7,0.53,6.9,-1.0999999999999979
60 - 69,CH,202030,73,TRUE,4022,0.089,8.9,991217,7.36,405.76,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-30,4,0.4,5.8,-0.8000000000000007
70 - 79,CH,202030,36,TRUE,3030,0.044,4.3999999999999995,744449,4.84,407.01,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-30,8,1.08,28.6,0.49999999999999956
80+,CH,202030,16,TRUE,4160,0.019,1.9,471987,3.39,881.38,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-30,-4,-0.85,-20,-0.9000000000000004
Unbekannt,CH,202030,0,TRUE,42,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-30,0,NA,NA,0
0 - 9,CH,202031,19,TRUE,281,0.016,1.6,883904,2.15,31.79,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-31,5,0.57,35.7,-0.10000000000000009
10 - 19,CH,202031,102,TRUE,1278,0.088,8.799999999999999,858994,11.87,148.78,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-31,32,3.72,45.7,0.29999999999999893
20 - 29,CH,202031,340,TRUE,5137,0.294,29.4,1027732,33.08,499.84,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-31,111,10.8,48.5,1.5999999999999943
30 - 39,CH,202031,206,TRUE,5075,0.178,17.8,1254957,16.41,404.4,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-31,43,3.42,26.4,-2
40 - 49,CH,202031,157,TRUE,5517,0.136,13.600000000000001,1205539,13.02,457.64,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-31,43,3.56,37.7,-0.1999999999999993
50 - 59,CH,202031,172,TRUE,6919,0.149,14.899999999999999,1300012,13.23,532.23,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-31,63,4.85,57.8,1.6999999999999975
60 - 69,CH,202031,105,TRUE,4127,0.091,9.1,991217,10.59,416.36,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-31,32,3.23,43.8,0.1999999999999993
70 - 79,CH,202031,31,TRUE,3061,0.027,2.7,744449,4.16,411.18,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-31,-5,-0.68,-13.9,-1.6999999999999993
80+,CH,202031,23,TRUE,4183,0.02,2,471987,4.87,886.25,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-31,7,1.48,43.8,0.10000000000000009
Unbekannt,CH,202031,0,TRUE,42,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-31,0,NA,NA,0
0 - 9,CH,202032,19,TRUE,300,0.017,1.7000000000000002,883904,2.15,33.94,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-32,0,0,0,0.10000000000000009
10 - 19,CH,202032,137,TRUE,1415,0.125,12.5,858994,15.95,164.73,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-32,35,4.08,34.3,3.700000000000001
20 - 29,CH,202032,310,TRUE,5447,0.282,28.199999999999996,1027732,30.16,530,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-32,-30,-2.92,-8.8,-1.2000000000000028
30 - 39,CH,202032,222,TRUE,5297,0.202,20.200000000000003,1254957,17.69,422.09,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-32,16,1.28,7.8,2.400000000000002
40 - 49,CH,202032,143,TRUE,5660,0.13,13,1205539,11.86,469.5,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-32,-14,-1.16,-8.9,-0.6000000000000014
50 - 59,CH,202032,158,TRUE,7077,0.144,14.399999999999999,1300012,12.15,544.38,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-32,-14,-1.08,-8.1,-0.5
60 - 69,CH,202032,69,TRUE,4196,0.063,6.3,991217,6.96,423.32,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-32,-36,-3.63,-34.3,-2.8
70 - 79,CH,202032,29,TRUE,3090,0.026,2.6,744449,3.9,415.07,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-32,-2,-0.26,-6.5,-0.10000000000000009
80+,CH,202032,13,TRUE,4196,0.012,1.2,471987,2.75,889.01,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-32,-10,-2.12,-43.5,-0.8
Unbekannt,CH,202032,0,TRUE,42,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-32,0,NA,NA,0
0 - 9,CH,202033,29,TRUE,329,0.018,1.7999999999999998,883904,3.28,37.22,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-33,10,1.13,52.6,0.09999999999999964
10 - 19,CH,202033,182,TRUE,1597,0.116,11.600000000000001,858994,21.19,185.92,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-33,45,5.24,32.8,-0.8999999999999986
20 - 29,CH,202033,563,TRUE,6010,0.358,35.8,1027732,54.78,584.78,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-33,253,24.62,81.6,7.600000000000001
30 - 39,CH,202033,308,TRUE,5605,0.196,19.6,1254957,24.54,446.63,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-33,86,6.85,38.7,-0.6000000000000014
40 - 49,CH,202033,192,TRUE,5852,0.122,12.2,1205539,15.93,485.43,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-33,49,4.07,34.3,-0.8000000000000007
50 - 59,CH,202033,165,TRUE,7242,0.105,10.5,1300012,12.69,557.07,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-33,7,0.54,4.4,-3.8999999999999986
60 - 69,CH,202033,90,TRUE,4286,0.057,5.7,991217,9.08,432.4,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-33,21,2.12,30.4,-0.5999999999999996
70 - 79,CH,202033,30,TRUE,3120,0.019,1.9,744449,4.03,419.1,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-33,1,0.13,3.4,-0.7000000000000002
80+,CH,202033,15,TRUE,4211,0.01,1,471987,3.18,892.19,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-33,2,0.43,15.4,-0.19999999999999996
Unbekannt,CH,202033,0,TRUE,42,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-33,0,NA,NA,0
0 - 9,CH,202034,30,TRUE,359,0.016,1.6,883904,3.39,40.62,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-34,1,0.11,3.4,-0.19999999999999973
10 - 19,CH,202034,221,TRUE,1818,0.119,11.899999999999999,858994,25.73,211.64,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-34,39,4.54,21.4,0.29999999999999716
20 - 29,CH,202034,675,TRUE,6685,0.364,36.4,1027732,65.68,650.46,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-34,112,10.9,19.9,0.6000000000000014
30 - 39,CH,202034,375,TRUE,5980,0.202,20.200000000000003,1254957,29.88,476.51,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-34,67,5.34,21.8,0.6000000000000014
40 - 49,CH,202034,235,TRUE,6087,0.127,12.7,1205539,19.49,504.92,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-34,43,3.56,22.4,0.5
50 - 59,CH,202034,164,TRUE,7406,0.088,8.799999999999999,1300012,12.62,569.69,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-34,-1,-0.07,-0.6,-1.700000000000001
60 - 69,CH,202034,101,TRUE,4387,0.054,5.4,991217,10.19,442.59,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-34,11,1.11,12.2,-0.2999999999999998
70 - 79,CH,202034,27,TRUE,3147,0.015,1.5,744449,3.63,422.73,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-34,-3,-0.4,-10,-0.3999999999999999
80+,CH,202034,26,TRUE,4237,0.014,1.4000000000000001,471987,5.51,897.69,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-34,11,2.33,73.3,0.40000000000000013
Unbekannt,CH,202034,1,TRUE,43,0.001,0.1,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-34,1,NA,NA,0.1
0 - 9,CH,202035,38,TRUE,397,0.018,1.7999999999999998,883904,4.3,44.91,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-35,8,0.91,26.7,0.19999999999999973
10 - 19,CH,202035,260,TRUE,2078,0.124,12.4,858994,30.27,241.91,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-35,39,4.54,17.6,0.5000000000000018
20 - 29,CH,202035,669,TRUE,7354,0.32,32,1027732,65.09,715.56,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-35,-6,-0.59,-0.9,-4.399999999999999
30 - 39,CH,202035,416,TRUE,6396,0.199,19.900000000000002,1254957,33.15,509.66,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-35,41,3.27,10.9,-0.3000000000000007
40 - 49,CH,202035,294,TRUE,6381,0.141,14.099999999999998,1205539,24.39,529.31,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-35,59,4.9,25.1,1.3999999999999986
50 - 59,CH,202035,226,TRUE,7632,0.108,10.8,1300012,17.38,587.07,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-35,62,4.76,37.8,2.0000000000000018
60 - 69,CH,202035,104,TRUE,4491,0.05,5,991217,10.49,453.08,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-35,3,0.3,3,-0.40000000000000036
70 - 79,CH,202035,41,TRUE,3188,0.02,2,744449,5.51,428.24,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-35,14,1.88,51.9,0.5
80+,CH,202035,44,TRUE,4281,0.021,2.1,471987,9.32,907.02,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-35,18,3.81,69.2,0.7
Unbekannt,CH,202035,0,TRUE,43,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-35,-1,NA,-100,-0.1
0 - 9,CH,202036,42,TRUE,439,0.017,1.7000000000000002,883904,4.75,49.67,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-36,4,0.45,10.5,-0.09999999999999964
10 - 19,CH,202036,226,TRUE,2304,0.092,9.2,858994,26.31,268.22,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-36,-34,-3.96,-13.1,-3.200000000000001
20 - 29,CH,202036,729,TRUE,8083,0.297,29.7,1027732,70.93,786.49,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-36,60,5.84,9,-2.3000000000000007
30 - 39,CH,202036,512,TRUE,6908,0.208,20.8,1254957,40.8,550.46,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-36,96,7.65,23.1,0.8999999999999986
40 - 49,CH,202036,357,TRUE,6738,0.145,14.499999999999998,1205539,29.61,558.92,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2020-36,63,5.22,21.4,0.40000000000000036
